0;35.93;-55.07;25.93;7;
1;22.54;-68.46;12.54;7;
2;78.263;47.263;74.263;6;
3;22.725;-68.275;12.725;7;
4;92.944;1.9444;82.944;7;
5;30.558;-60.442;20.558;7;
6;3.3286;-6.6714;2.3286;5;
7;67.95;57.95;66.95;5;
8;91.569;0.56926;81.569;7;
9;54.455;58.455;85.455;6;
10;34.756;-56.244;24.756;7;
11;32.337;-58.663;22.337;7;
12;11.228;-19.772;7.2283;6;
13;67.635;57.635;66.635;5;
14;88.454;-2.5464;78.454;7;
15;4.1955;-5.8045;3.1955;5;
16;75.307;44.307;71.307;6;
17;77.311;46.311;73.311;6;
18;27.847;-63.153;17.847;7;
19;13.574;-17.426;9.5743;6;
20;31.901;-59.099;21.901;7;
21;73.448;42.448;69.448;6;
22;14.322;-16.678;10.322;6;
23;1.7519;-2.2481;0.75187;4;
24;80.657;49.657;76.657;6;
25;25.886;-65.114;15.886;7;
26;34.842;-56.158;24.842;7;
27;24.31;-66.69;14.31;7;
28;4.5884;-5.4116;3.5884;5;
29;49.043;53.043;80.043;6;
30;96.001;5.0009;86.001;7;
31;92.777;1.7774;82.777;7;
32;23.3;-67.7;13.3;7;
33;30.024;-60.976;20.024;7;
34;95.778;4.7775;85.778;7;
35;93.449;2.449;83.449;7;
36;17.801;-13.199;13.801;6;
37;34.239;-56.761;24.239;7;
38;78.627;47.627;74.627;6;
39;23.476;-67.524;13.476;7;
40;6.8759;-3.1241;5.8759;5;
41;97.921;6.9209;87.921;7;
42;43.625;-47.375;33.625;7;
43;14.045;-16.955;10.045;6;
44;76.067;45.067;72.067;6;
45;10.926;-20.074;6.9263;6;
46;57.103;58.103;67.103;5;
47;30.08;-60.92;20.08;7;
48;80.393;49.393;76.393;6;
49;38.022;-52.978;28.022;7;
50;90.485;-0.51467;80.485;7;
51;73.618;42.618;69.618;6;
52;59.356;60.356;69.356;5;
53;72.601;41.601;68.601;6;
54;62.337;58.337;61.337;4;
55;60.72;61.72;64.72;4;
56;9.8342;-21.166;5.8342;6;
57;30.826;-60.174;20.826;7;
58;38.355;-52.645;28.355;7;
59;32.817;-58.183;22.817;7;
60;23.813;-67.187;13.813;7;
61;80.029;49.029;76.029;6;
62;32.96;-58.04;22.96;7;
63;90.334;-0.66621;80.334;7;
64;50.014;54.014;81.014;6;
65;42.716;-48.284;32.716;7;
66;85.627;-5.3735;75.627;7;
67;49.748;53.748;80.748;6;
68;72.713;41.713;68.713;6;
69;82.717;51.717;78.717;6;
70;12.217;-18.783;8.2172;6;
71;83.111;-7.8892;73.111;7;
72;7.1825;-23.818;3.1825;6;
73;45.691;49.691;76.691;6;
74;73.499;42.499;69.499;6;
75;66.827;56.827;65.827;5;
76;67.937;57.937;66.937;5;
77;16.427;-14.573;12.427;6;
78;81.128;50.128;77.128;6;
79;58.072;59.072;68.072;5;
80;43.021;-47.979;33.021;7;
81;13.363;-17.637;9.3628;6;
82;18.968;-12.032;14.968;6;
83;74.081;43.081;70.081;6;
84;28.085;-62.915;18.085;7;
85;89.67;-1.3302;79.67;7;
86;3.1771;-6.8229;2.1771;5;
87;37.7;-53.3;27.7;7;
88;86.586;-4.4139;76.586;7;
89;81.918;50.918;77.918;6;
90;2.4107;-1.5893;1.4107;4;
91;79.978;48.978;75.978;6;
92;73.232;42.232;69.232;6;
93;65.277;55.277;64.277;5;
94;0.92823;-3.0718;-0.071774;4;
95;51.735;55.735;82.735;6;
96;47.606;51.606;78.606;6;
97;50.06;54.06;81.06;6;
98;42.769;-48.231;32.769;7;
99;25.131;-65.869;15.131;7;
