0;2,44422e-13; ;-7,44939e-18; ;209;
1;2,35432e-13; ;-7,44939e-18; ;209;
2;62,727; ;-0,921198; ;205;
3;2,35596e-13; ;-7,44939e-18; ;209;
4;62,727; ;-0,921198; ;209;
5;2,26765e-13; ;-7,44939e-18; ;209;
6;2,44422e-13; ;-7,44939e-18; ;199;
7;62,727; ;-0,921198; ;199;
8;62,727; ;-0,921198; ;209;
9;62,727; ;-0,921198; ;205;
10;2,26595e-13; ;-7,44939e-18; ;209;
11;2,26765e-13; ;-7,44939e-18; ;209;
12;2,1793e-13; ;-7,44939e-18; ;205;
13;62,727; ;-0,921198; ;199;
14;2,26595e-13; ;-7,44939e-18; ;209;
15;2,17753e-13; ;-7,44939e-18; ;199;
16;62,727; ;-0,921198; ;205;
17;62,727; ;-0,921198; ;205;
18;2,26765e-13; ;-7,44939e-18; ;209;
19;2,00052e-13; ;-7,44939e-18; ;205;
20;2,17753e-13; ;-7,44939e-18; ;209;
21;62,727; ;-0,921198; ;205;
22;2,35432e-13; ;-7,44939e-18; ;205;
23;2,44422e-13; ;-7,44939e-18; ;195;
24;62,727; ;-0,921198; ;205;
25;2,35596e-13; ;-7,44939e-18; ;209;
26;2,44265e-13; ;-7,44939e-18; ;209;
27;2,26765e-13; ;-7,44939e-18; ;209;
28;2,26595e-13; ;-7,44939e-18; ;199;
29;62,727; ;-0,921198; ;205;
30;62,727; ;-0,921198; ;209;
31;62,727; ;-0,921198; ;209;
32;2,88778e-13; ;-7,44939e-18; ;209;
33;2,44422e-13; ;-7,44939e-18; ;209;
34;62,727; ;-0,921198; ;209;
35;62,727; ;-0,921198; ;209;
36;2,44422e-13; ;-7,44939e-18; ;205;
37;2,26595e-13; ;-7,44939e-18; ;209;
38;62,727; ;-0,921198; ;205;
39;2,35596e-13; ;-7,44939e-18; ;209;
40;2,44265e-13; ;-7,44939e-18; ;199;
41;62,727; ;-0,921198; ;209;
42;2,44422e-13; ;-7,44939e-18; ;209;
43;2,17753e-13; ;-7,44939e-18; ;205;
44;62,727; ;-0,921198; ;205;
45;2,1793e-13; ;-7,44939e-18; ;205;
46;62,727; ;-0,921198; ;199;
47;2,44422e-13; ;-7,44939e-18; ;209;
48;62,727; ;-0,921198; ;205;
49;2,26595e-13; ;-7,44939e-18; ;209;
50;62,727; ;-0,921198; ;209;
51;62,727; ;-0,921198; ;205;
52;62,727; ;-0,921198; ;199;
53;62,727; ;-0,921198; ;205;
54;61,3368; ;-0,892653; ;195;
55;62,727; ;-0,921198; ;195;
56;2,4458e-13; ;-7,44939e-18; ;205;
57;2,44265e-13; ;-7,44939e-18; ;209;
58;2,26595e-13; ;-7,44939e-18; ;209;
59;2,88778e-13; ;-7,44939e-18; ;209;
60;2,44422e-13; ;-7,44939e-18; ;209;
61;62,727; ;-0,921198; ;205;
62;2,44422e-13; ;-7,44939e-18; ;209;
63;62,727; ;-0,921198; ;209;
64;62,727; ;-0,921198; ;205;
65;2,79836e-13; ;-7,44939e-18; ;209;
66;2,26595e-13; ;-7,44939e-18; ;209;
67;62,727; ;-0,921198; ;205;
68;62,727; ;-0,921198; ;205;
69;62,727; ;-0,921198; ;205;
70;2,26595e-13; ;-7,44939e-18; ;205;
71;2,26595e-13; ;-7,44939e-18; ;209;
72;2,44422e-13; ;-7,44939e-18; ;205;
73;62,727; ;-0,921198; ;205;
74;62,727; ;-0,921198; ;205;
75;62,727; ;-0,921198; ;199;
76;62,727; ;-0,921198; ;199;
77;2,17753e-13; ;-7,44939e-18; ;205;
78;62,727; ;-0,921198; ;205;
79;62,727; ;-0,921198; ;199;
80;2,26595e-13; ;-7,44939e-18; ;209;
81;2,44422e-13; ;-7,44939e-18; ;205;
82;2,44265e-13; ;-7,44939e-18; ;205;
83;62,727; ;-0,921198; ;205;
84;2,26595e-13; ;-7,44939e-18; ;209;
85;2,35596e-13; ;-7,44939e-18; ;209;
86;2,00052e-13; ;-7,44939e-18; ;199;
87;2,26595e-13; ;-7,44939e-18; ;209;
88;1,82111e-13; ;-7,44939e-18; ;209;
89;62,727; ;-0,921198; ;205;
90;2,88778e-13; ;-7,44939e-18; ;195;
91;62,727; ;-0,921198; ;205;
92;62,727; ;-0,921198; ;205;
93;62,727; ;-0,921198; ;199;
94;-0,0717744; ;1,03031e-07; ;195;
95;62,727; ;-0,921198; ;205;
96;62,727; ;-0,921198; ;205;
97;62,727; ;-0,921198; ;205;
98;2,26765e-13; ;-7,44939e-18; ;209;
99;2,26595e-13; ;-7,44939e-18; ;209;
