7,6147e-14;-7,44939e-18;5;
0;-7,44939e-18;4;
2,06703e-13;-7,44939e-18;57;
62,7128;-0,921195;25;
-1178,8;27,7914;5;
2,11133e-13;-7,44939e-18;81;
62,7269;-0,921198;29;
62,74;-0,921196;37;
2,55795e-13;-7,44939e-18;45;
2,27374e-13;-7,44939e-18;53;
62,7246;-0,921198;33;
2,63275e-13;-7,44939e-18;45;
62,7258;-0,921198;25;
1,13687e-13;-7,44939e-18;32;
-6,09175;0,000742188;5;
2,0344e-13;-7,44939e-18;49;
62,7271;-0,921198;21;
2,27374e-13;-7,44939e-18;53;
2,19795e-13;-7,44939e-18;85;
0;-7,44939e-18;32;
0;-7,44939e-18;24;
62,727;-0,921198;33;
62,7597;-0,921182;33;
0;-7,44939e-18;24;
62,7296;-0,921198;21;
2,27374e-13;-7,44939e-18;45;
62,727;-0,921198;21;
2,11693e-13;-7,44939e-18;81;
0;-7,44939e-18;4;
62,5778;-0,920864;37;
0;-7,44939e-18;4;
62,7751;-0,921163;37;
1,89478e-13;-7,44939e-18;45;
2,27374e-13;-7,44939e-18;49;
2,32919e-13;-7,44939e-18;73;
2,27374e-13;-7,44939e-18;41;
0;-7,44939e-18;4;
133,744;0,35775;5;
0;-7,44939e-18;21;
74,722;0,0217306;5;
63,0824;-0,919301;29;
2,54659e-13;-7,44939e-18;61;
2,08426e-13;-7,44939e-18;49;
0;-7,44939e-18;4;
2,36848e-13;-7,44939e-18;89;
1,06606e-13;-7,44939e-18;5;
2,27374e-13;-7,44939e-18;61;
2,3369e-13;-7,44939e-18;33;
62,7272;-0,921198;25;
0;-7,44939e-18;4;
0;-7,44939e-18;24;
62,7262;-0,921198;25;
2,27374e-13;-7,44939e-18;45;
2,40749e-13;-7,44939e-18;41;
6,0633e-13;-7,44939e-18;32;
3,40928e-13;-7,44939e-18;21;
2,27374e-13;-7,44939e-18;41;
2,35795e-13;-7,44939e-18;93;
2,27374e-13;-7,44939e-18;93;
46,5752;0,0473284;5;
2,20877e-13;-7,44939e-18;45;
2,27374e-13;-7,44939e-18;85;
34,413;0,0239875;5;
2,43615e-13;-7,44939e-18;73;
62,727;-0,921198;29;
2,27374e-13;-7,44939e-18;93;
2,36119e-13;-7,44939e-18;69;
2,32661e-13;-7,44939e-18;69;
-7,33077;0,0010748;5;
2,18952e-13;-7,44939e-18;65;
62,7833;-0,921151;33;
2,41295e-13;-7,44939e-18;49;
0;-7,44939e-18;4;
2,27374e-13;-7,44939e-18;61;
5,82077e-13;-7,44939e-18;24;
0;-7,44939e-18;4;
0;-7,44939e-18;24;
0;-7,44939e-18;21;
2,40366e-13;-7,44939e-18;37;
2,40749e-13;-7,44939e-18;37;
2,1692e-13;-7,44939e-18;53;
0;-7,44939e-18;21;
2,27374e-13;-7,44939e-18;61;
2,27374e-13;-7,44939e-18;45;
57,5206;-0,586324;5;
62,9736;-0,920285;5;
1,3859e-12;-7,44939e-18;24;
62,256;-0,917876;5;
0;-7,44939e-18;4;
62,7269;-0,921198;33;
0;-7,44939e-18;4;
2,72848e-13;-7,44939e-18;113;
62,727;-0,921198;33;
-61,5992;0,0758891;5;
2,27374e-13;-7,44939e-18;37;
6,41959e-13;-7,44939e-18;21;
2,23876e-12;-7,44939e-18;24;
62,6419;-0,92109;37;
2,52637e-13;-7,44939e-18;33;
62,7573;-0,921184;29;
