79.12;48.12;75.12;6;
69.961;38.961;65.961;6;
13.048;-17.952;9.0485;6;
80.665;49.665;76.665;6;
83.276;-7.724;73.276;7;
11.956;-19.044;7.9559;6;
1.9703;-2.0297;0.9703;4;
52.696;56.696;83.696;6;
11.475;-19.525;7.4749;6;
48.681;52.681;79.681;6;
61.01;62.01;65.01;4;
46.022;50.022;77.022;6;
45.839;49.839;76.839;6;
67.901;57.901;66.901;5;
18.658;-12.342;14.658;6;
41.727;-49.273;31.727;7;
79.278;48.278;75.278;6;
92.39;1.3902;82.39;7;
32.414;-58.586;22.414;7;
87.661;-3.339;77.661;7;
69.875;38.875;65.875;6;
45.928;49.928;76.928;6;
74.684;43.684;70.684;6;
46.937;50.937;77.937;6;
86.528;-4.4721;76.528;7;
94.415;3.4149;84.415;7;
94.779;3.7786;84.779;7;
47.115;51.115;78.115;6;
12.485;-18.515;8.4845;6;
87.944;-3.0557;77.944;7;
8.5339;-22.466;4.5339;6;
8.407;-22.593;4.407;6;
79.489;48.489;75.489;6;
43.888;-47.112;33.888;7;
34.316;-56.684;24.316;7;
37.875;-53.125;27.875;7;
19.309;-11.691;15.309;6;
45.951;49.951;76.951;6;
96.898;5.8985;86.898;7;
25.226;-65.774;15.226;7;
31.575;-59.425;21.575;7;
48.31;52.31;79.31;6;
73.638;42.638;69.638;6;
54.369;58.369;85.369;6;
13.731;-17.269;9.7307;6;
23.824;-67.176;13.824;7;
37.662;-53.338;27.662;7;
53.516;57.516;84.516;6;
97.799;6.7994;87.799;7;
52.909;56.909;83.909;6;
35.637;-55.363;25.637;7;
52.343;56.343;83.343;6;
0.2195;-3.7805;-0.7805;4;
83.099;-7.901;73.099;7;
40.656;-50.344;30.656;7;
78.696;47.696;74.696;6;
4.6834;-5.3166;3.6834;5;
47.909;51.909;78.909;6;
16.461;-14.539;12.461;6;
86.485;-4.5151;76.485;7;
97.783;6.7831;87.783;7;
84.743;-6.2574;74.743;7;
48.646;52.646;79.646;6;
97.066;6.066;87.066;7;
45.898;49.898;76.898;6;
39.322;-51.678;29.322;7;
40.103;-50.897;30.103;7;
88.712;-2.2878;78.712;7;
9.6016;-21.398;5.6016;6;
52.93;56.93;83.93;6;
89.719;-1.2808;79.719;7;
20.908;-70.092;10.908;7;
85.958;-5.042;75.958;7;
85.276;-5.724;75.276;7;
52.295;56.295;83.295;6;
98.948;7.948;88.948;7;
41.183;-49.817;31.183;7;
87.384;-3.6158;77.384;7;
5.6133;-4.3867;4.6133;5;
88.341;-2.6589;78.341;7;
78.906;47.906;74.906;6;
93.168;2.1679;83.168;7;
9.3961;-21.604;5.3961;6;
27.533;-63.467;17.533;7;
23.218;-67.782;13.218;7;
13.137;-17.863;9.1373;6;
23.872;-67.128;13.872;7;
83.645;-7.355;73.645;7;
29.215;-61.785;19.215;7;
90.261;-0.739;80.261;7;
81.087;50.087;77.087;6;
26.015;-64.985;16.015;7;
63.994;59.994;62.994;4;
8.2951;-22.705;4.2951;6;
91.417;0.41712;81.417;7;
31.68;-59.32;21.68;7;
23.551;-67.449;13.551;7;
48.873;52.873;79.873;6;
60.778;61.778;64.778;4;
6.21;-3.79;5.21;5;
