10.546;-2.9225;4.6713;8;
31.672;-13.66;11.969;11;
91.22;45.888;71.517;11;
49.751;58.063;69.454;9;
3.3301;-2.5449;0.83007;6;
85.153;54.598;71.684;10;
77.053;57.35;68.741;9;
61.795;62.795;64.295;4;
79.724;49.169;66.255;10;
54.663;60.538;68.132;8;
31.306;-14.026;11.603;11;
95.394;50.062;75.691;11;
5.0737;-3.2388;1.8237;7;
63.978;61.478;62.978;4;
55.32;61.195;68.789;8;
31.925;-13.407;12.222;11;
31.178;-14.154;11.475;11;
67.517;59.205;64.267;7;
64.218;61.718;63.218;4;
23.817;-6.7382;10.348;10;
48.052;56.364;67.755;9;
4.0761;-1.7989;1.5761;6;
2.0052;-1.2448;1.0052;5;
43.16;-25.838;12.606;12;
74.303;54.6;65.99;9;
54.016;59.891;67.485;8;
92.113;46.781;72.41;11;
74.999;55.296;66.686;9;
6.1409;-2.1716;2.8909;7;
64.743;61.493;63.743;5;
50.268;58.581;69.971;9;
94.388;49.056;74.685;11;
40.856;-28.142;10.301;12;
46.862;55.174;66.565;9;
0.56036;-1.9396;-0.43964;4;
19.102;-11.452;5.6337;10;
10.527;-2.9416;4.6522;8;
71.685;58.216;65.81;8;
82.201;51.646;68.732;10;
11.231;-8.4719;2.9187;9;
41.456;-27.543;10.901;12;
22.611;-7.9438;9.1422;10;
2.7761;-0.47385;1.7761;5;
61.063;62.063;63.563;4;
91.405;46.073;71.702;11;
22.283;-8.2718;8.8141;10;
52.248;58.123;65.717;8;
72.644;59.175;66.769;8;
59.139;61.639;65.014;6;
99.816;54.484;80.113;11;
77.462;57.759;69.149;9;
51.597;59.909;71.3;9;
55.271;61.146;68.74;8;
1.6523;-0.84774;0.65226;4;
66.845;60.97;64.345;6;
10.166;-3.303;4.2908;8;
54.379;60.254;67.848;8;
70.104;56.635;64.229;8;
87.852;42.52;68.149;11;
5.071;-3.2415;1.821;7;
56.289;59.539;64.601;7;
89.818;44.486;70.115;11;
20.345;-10.21;6.8763;10;
64.68;61.43;63.68;5;
8.0591;-5.4097;2.1841;8;
52.822;58.697;66.29;8;
80.265;49.71;66.796;10;
99.357;54.025;79.654;11;
1.9181;-1.3319;0.91806;5;
79.229;59.526;70.917;9;
19.208;-11.347;5.739;10;
40.966;-28.032;10.412;12;
45.135;58.604;75.69;10;
15.822;-3.8816;7.5091;9;
18.16;-12.395;4.6909;10;
42.299;-26.699;11.744;12;
84.812;54.257;71.343;10;
87.218;56.664;73.75;10;
56.335;59.585;64.647;7;
0.57734;-1.9227;-0.42266;4;
47.809;56.121;67.512;9;
84.655;54.1;71.186;10;
15.933;-3.7704;7.6202;9;
57.67;60.92;65.982;7;
69.759;61.446;66.509;7;
35.653;-9.6794;15.949;11;
44.95;58.419;75.505;10;
17.445;-13.11;3.9761;10;
91.088;45.756;71.385;11;
84.787;54.232;71.318;10;
66.281;60.406;63.781;6;
95.311;49.979;75.608;11;
54.841;60.716;68.31;8;
65.304;62.054;64.304;5;
5.5072;-2.8053;2.2572;7;
58.659;61.159;64.534;6;
81.8;51.245;68.331;10;
18.055;-12.499;4.5865;10;
49.381;57.694;69.084;9;
44.284;-24.714;13.73;12;
