0;6,10366e-14; ;-7,44939e-18; ;5;
1;2,27374e-13; ;-7,44939e-18; ;37;
2;1,81899e-13; ;-7,44939e-18; ;33;
3;62,8638; ;-0,920917; ;5;
4;2,34061e-13; ;-7,44939e-18; ;37;
5;-1,53792; ;4,73041e-05; ;5;
6;2,48044e-13; ;-7,44939e-18; ;117;
7;2,27374e-13; ;-7,44939e-18; ;61;
8;1,93689e-13; ;-7,44939e-18; ;101;
9;62,7287; ;-0,921198; ;29;
10;0; ;-7,44939e-18; ;21;
11;0; ;-7,44939e-18; ;25;
12;2,27374e-13; ;-7,44939e-18; ;57;
13;62,727; ;-0,921198; ;33;
14;0; ;-7,44939e-18; ;4;
15;-1,30405; ;3,40112e-05; ;5;
16;0; ;-7,44939e-18; ;4;
17;2,20877e-13; ;-7,44939e-18; ;53;
18;7,04285; ;0,000992036; ;5;
19;0; ;-7,44939e-18; ;24;
20;62,718; ;-0,921197; ;37;
21;2,32661e-13; ;-7,44939e-18; ;37;
22;0; ;-7,44939e-18; ;21;
23;62,7272; ;-0,921198; ;29;
24;9,70128e-12; ;-7,44939e-18; ;24;
25;3,41061e-13; ;-7,44939e-18; ;29;
26;62,722; ;-0,921198; ;37;
27;62,7262; ;-0,921198; ;25;
28;62,6611; ;-0,921133; ;29;
29;62,7404; ;-0,921195; ;41;
30;0; ;-7,44939e-18; ;24;
31;2,27374e-13; ;-7,44939e-18; ;49;
32;62,7187; ;-0,921197; ;29;
33;2,27374e-13; ;-7,44939e-18; ;61;
34;0; ;-7,44939e-18; ;4;
35;62,727; ;-0,921198; ;29;
36;2,27374e-13; ;-7,44939e-18; ;37;
37;0; ;-7,44939e-18; ;24;
38;-10,6473; ;0,0022673; ;5;
39;0; ;-7,44939e-18; ;4;
40;2,27374e-13; ;-7,44939e-18; ;49;
41;-1,67659; ;5,62189e-05; ;5;
42;62,7271; ;-0,921198; ;25;
43;2,27374e-13; ;-7,44939e-18; ;45;
44;0; ;-7,44939e-18; ;4;
45;1,45966e-13; ;-7,44939e-18; ;5;
46;-29,833; ;0,0178001; ;5;
47;-6,40515; ;0,00082052; ;5;
48;-11,7935; ;0,00278175; ;5;
49;-5,27337; ;0,000556169; ;5;
50;2,27374e-13; ;-7,44939e-18; ;61;
51;1,98952e-13; ;-7,44939e-18; ;41;
52;2,44864e-13; ;-7,44939e-18; ;41;
53;62,7256; ;-0,921198; ;25;
54;2,36848e-13; ;-7,44939e-18; ;29;
55;0; ;-7,44939e-18; ;4;
56;0; ;-7,44939e-18; ;24;
57;-1,34489; ;3,61747e-05; ;5;
58;62,8107; ;-0,921093; ;29;
59;62,7268; ;-0,921198; ;29;
60;62,7244; ;-0,921198; ;29;
61;62,727; ;-0,921198; ;33;
62;62,9181; ;-0,920649; ;5;
63;-2,05317; ;8,43104e-05; ;5;
64;0; ;-7,44939e-18; ;25;
65;2,27374e-13; ;-7,44939e-18; ;37;
66;2,55795e-13; ;-7,44939e-18; ;37;
67;0; ;-7,44939e-18; ;24;
68;0; ;-7,44939e-18; ;24;
69;2,44864e-13; ;-7,44939e-18; ;41;
70;62,7282; ;-0,921198; ;37;
71;-13,651; ;0,00372697; ;9;
72;62,7872; ;-0,921144; ;25;
73;1,51582e-13; ;-7,44939e-18; ;37;
74;1,98952e-13; ;-7,44939e-18; ;37;
75;62,7902; ;-0,921138; ;29;
76;0; ;-7,44939e-18; ;4;
77;62,727; ;-0,921198; ;29;
78;62,7277; ;-0,921198; ;37;
79;62,7288; ;-0,921198; ;25;
80;62,7451; ;-0,921193; ;37;
81;62,727; ;-0,921198; ;25;
82;62,7085; ;-0,921193; ;33;
83;-56,7524; ;0,0644167; ;5;
84;2,27374e-13; ;-7,44939e-18; ;53;
85;-6,12712e-12; ;-7,44939e-18; ;21;
86;-2,66092e-11; ;-7,44939e-18; ;21;
87;2,32317e-13; ;-7,44939e-18; ;49;
88;2,1575; ;9,30963e-05; ;5;
89;0; ;-7,44939e-18; ;21;
90;62,7337; ;-0,921198; ;45;
91;-2,07088; ;8,57708e-05; ;5;
92;62,722; ;-0,921198; ;29;
93;62,9215; ;-0,92063; ;5;
94;63,5556; ;-0,910919; ;5;
95;62,7293; ;-0,921198; ;29;
96;0; ;-7,44939e-18; ;25;
97;62,807; ;-0,921102; ;5;
98;0; ;-7,44939e-18; ;21;
99;24,6074; ;0,0121108; ;8;
