0;-0,975912; ;1,90481e-05; ;195;
1;2,44422e-13; ;-7,44939e-18; ;209;
2;2,62066e-13; ;-7,44939e-18; ;205;
3;62,4951; ;-0,920392; ;195;
4;2,26595e-13; ;-7,44939e-18; ;199;
5;62,727; ;-0,921198; ;209;
6;2,44422e-13; ;-7,44939e-18; ;209;
7;2,26765e-13; ;-7,44939e-18; ;209;
8;2,53246e-13; ;-7,44939e-18; ;209;
9;62,727; ;-0,921198; ;199;
10;2,26595e-13; ;-7,44939e-18; ;205;
11;2,44422e-13; ;-7,44939e-18; ;209;
12;2,26595e-13; ;-7,44939e-18; ;209;
13;62,727; ;-0,921198; ;205;
14;62,727; ;-0,921198; ;205;
15;2,26765e-13; ;-7,44939e-18; ;209;
16;62,727; ;-0,921198; ;205;
17;2,44422e-13; ;-7,44939e-18; ;205;
18;62,727; ;-0,921198; ;209;
19;2,44422e-13; ;-7,44939e-18; ;209;
20;62,727; ;-0,921198; ;205;
21;1,99859e-13; ;-7,44939e-18; ;199;
22;2,26595e-13; ;-7,44939e-18; ;205;
23;62,727; ;-0,921198; ;205;
24;2,44422e-13; ;-7,44939e-18; ;205;
25;2,26595e-13; ;-7,44939e-18; ;205;
26;62,727; ;-0,921198; ;205;
27;62,727; ;-0,921198; ;195;
28;62,727; ;-0,921198; ;205;
29;62,727; ;-0,921198; ;205;
30;2,26595e-13; ;-7,44939e-18; ;209;
31;2,26595e-13; ;-7,44939e-18; ;209;
32;62,727; ;-0,921198; ;199;
33;2,26595e-13; ;-7,44939e-18; ;209;
34;62,727; ;-0,921198; ;205;
35;62,727; ;-0,921198; ;205;
36;2,17753e-13; ;-7,44939e-18; ;205;
37;2,88778e-13; ;-7,44939e-18; ;209;
38;62,727; ;-0,921198; ;209;
39;62,727; ;-0,921198; ;205;
40;2,44422e-13; ;-7,44939e-18; ;209;
41;62,727; ;-0,921198; ;209;
42;62,727; ;-0,921198; ;195;
43;2,62066e-13; ;-7,44939e-18; ;205;
44;2,44422e-13; ;-7,44939e-18; ;209;
45;-0,0400023; ;3,20037e-08; ;195;
46;2,26595e-13; ;-7,44939e-18; ;209;
47;2,26765e-13; ;-7,44939e-18; ;209;
48;62,727; ;-0,921198; ;209;
49;1,82323e-13; ;-7,44939e-18; ;209;
50;2,26595e-13; ;-7,44939e-18; ;209;
51;2,79836e-13; ;-7,44939e-18; ;199;
52;2,17753e-13; ;-7,44939e-18; ;205;
53;62,727; ;-0,921198; ;195;
54;2,26765e-13; ;-7,44939e-18; ;195;
55;2,44422e-13; ;-7,44939e-18; ;209;
56;2,4458e-13; ;-7,44939e-18; ;209;
57;1,82111e-13; ;-7,44939e-18; ;209;
58;62,727; ;-0,921198; ;199;
59;62,727; ;-0,921198; ;199;
60;62,727; ;-0,921198; ;199;
61;62,727; ;-0,921198; ;205;
62;62,3254; ;-0,918782; ;195;
63;62,727; ;-0,921198; ;209;
64;2,44422e-13; ;-7,44939e-18; ;209;
65;2,00052e-13; ;-7,44939e-18; ;199;
66;2,44422e-13; ;-7,44939e-18; ;209;
67;2,35596e-13; ;-7,44939e-18; ;209;
68;2,26595e-13; ;-7,44939e-18; ;209;
69;2,44422e-13; ;-7,44939e-18; ;199;
70;62,727; ;-0,921198; ;205;
71;62,727; ;-0,921198; ;209;
72;62,727; ;-0,921198; ;195;
73;2,26765e-13; ;-7,44939e-18; ;209;
74;2,62213e-13; ;-7,44939e-18; ;205;
75;62,727; ;-0,921198; ;205;
76;62,727; ;-0,921198; ;205;
77;62,727; ;-0,921198; ;199;
78;62,727; ;-0,921198; ;205;
79;62,727; ;-0,921198; ;195;
80;62,727; ;-0,921198; ;205;
81;62,727; ;-0,921198; ;195;
82;62,727; ;-0,921198; ;199;
83;2,35432e-13; ;-7,44939e-18; ;209;
84;1,91191e-13; ;-7,44939e-18; ;209;
85;2,44422e-13; ;-7,44939e-18; ;205;
86;2,44265e-13; ;-7,44939e-18; ;209;
87;2,26595e-13; ;-7,44939e-18; ;209;
88;62,727; ;-0,921198; ;209;
89;2,62213e-13; ;-7,44939e-18; ;205;
90;62,727; ;-0,921198; ;205;
91;62,727; ;-0,921198; ;209;
92;62,727; ;-0,921198; ;199;
93;62,3159; ;-0,918666; ;195;
94;61,3665; ;-0,893844; ;195;
95;62,727; ;-0,921198; ;205;
96;2,79836e-13; ;-7,44939e-18; ;199;
97;62,727; ;-0,921198; ;195;
98;2,44422e-13; ;-7,44939e-18; ;209;
99;62,727; ;-0,921198; ;209;
