58.826;59.826;80.076;5;
13.813;-82.812;8.3131;6;
54.102;55.102;75.352;5;
60.672;61.672;66.172;4;
40.033;-56.592;34.533;6;
65.314;59.814;64.314;4;
19.683;-76.942;14.183;6;
14.525;-82.1;9.0252;6;
82.342;-14.283;76.842;6;
22.498;-74.127;16.998;6;
92.285;-4.3404;86.785;6;
95.732;-335.58;74.482;7;
31.527;-65.098;26.027;6;
17.063;-79.562;11.563;6;
82.866;-13.759;77.366;6;
18.837;-77.788;13.337;6;
16.109;-80.516;10.609;6;
70.038;48.788;69.038;5;
15.982;-80.643;10.482;6;
91.54;-5.0846;86.04;6;
84.603;-12.022;79.103;6;
25.484;-71.141;19.984;6;
64.855;59.355;63.855;4;
80.341;-16.284;74.841;6;
19.852;-76.773;14.352;6;
16.156;-80.469;10.656;6;
64.467;58.967;63.467;4;
9.7097;-11.54;8.7097;5;
22.713;-73.912;17.213;6;
56.053;57.053;77.303;5;
23.327;-73.298;17.827;6;
42.107;-54.518;36.607;6;
9.8285;-11.422;8.8285;5;
42.916;-53.709;37.416;6;
82.243;-14.382;76.743;6;
7.0824;-14.168;6.0824;5;
68.468;47.218;67.468;5;
70.4;49.15;69.4;5;
88.726;-7.8986;83.226;6;
15.77;-80.855;10.27;6;
38.073;-58.552;32.573;6;
72.742;51.492;71.742;5;
86.589;-10.036;81.089;6;
5.2027;-16.047;4.2027;5;
94.662;-1.9625;89.162;6;
77.422;-19.203;71.922;6;
95.424;-1.2009;89.924;6;
91.955;-4.6699;86.455;6;
98.433;-332.88;77.183;7;
72.098;50.848;71.098;5;
41.14;-55.485;35.64;6;
18.92;-77.705;13.42;6;
69.28;48.03;68.28;5;
9.9425;-11.308;8.9425;5;
37.138;-59.487;31.638;6;
80.206;-16.419;74.706;6;
32.266;-64.359;26.766;6;
11.942;-9.3084;10.942;5;
89.324;-7.3011;83.824;6;
70.646;49.396;69.646;5;
77.823;-18.802;72.323;6;
25.343;-71.282;19.843;6;
92.015;-4.6103;86.515;6;
61.118;62.118;66.618;4;
16.913;-79.712;11.413;6;
71.805;50.555;70.805;5;
99.293;-332.02;78.043;7;
51.3;52.3;72.55;5;
2.7238;-2.7762;1.7238;4;
94.405;-2.2198;88.905;6;
25.953;-70.672;20.453;6;
79.663;-16.962;74.163;6;
77.358;-19.267;71.858;6;
62.949;57.449;61.949;4;
36.969;-59.656;31.469;6;
44.285;-52.34;38.785;6;
36.165;-60.46;30.665;6;
59.234;60.234;80.484;5;
2.7854;-2.7146;1.7854;4;
28.116;-68.509;22.616;6;
56.367;57.367;77.617;5;
42.832;-53.793;37.332;6;
84.134;-12.491;78.634;6;
45.593;51.093;142.22;6;
64.177;58.677;63.177;4;
37.408;-59.217;31.908;6;
81.711;-14.914;76.211;6;
48.449;53.949;145.07;6;
61.612;62.612;67.112;4;
77.389;-19.236;71.889;6;
15.924;-80.701;10.424;6;
60.651;61.651;66.151;4;
42.453;-54.172;36.953;6;
78.245;-18.38;72.745;6;
84.542;-12.083;79.042;6;
96.146;-335.17;74.896;7;
83.978;-12.647;78.478;6;
19.546;-77.079;14.046;6;
98.419;-332.89;77.169;7;
12.249;-9.0012;11.249;5;
