76.616;56.913;68.303;9;
77.322;57.619;69.009;9;
61.367;62.367;63.867;4;
28.403;-16.929;8.6999;11;
5.2275;-3.085;1.9775;7;
27.944;-17.388;8.2407;11;
69.395;61.083;66.145;7;
33.425;-11.907;13.722;11;
18.171;-12.384;4.7018;10;
95.324;49.992;75.621;11;
34.25;-11.082;14.547;11;
27.02;-18.312;7.3167;11;
35.174;-10.158;15.471;11;
48.328;56.64;68.031;9;
75.332;55.628;67.019;9;
48.686;56.999;68.389;9;
97.959;52.627;78.256;11;
21.018;-9.5365;7.5494;10;
0.881;-1.619;-0.119;4;
50.084;58.396;69.787;9;
15.599;-4.1041;7.2865;9;
29.993;-15.339;10.29;11;
35.286;-10.046;15.583;11;
42.375;-26.623;11.82;12;
97.418;52.086;77.715;11;
44.598;-24.4;14.043;12;
89.452;44.12;69.749;11;
39.608;-29.39;9.0538;12;
6.0052;-2.3073;2.7552;7;
68.679;60.367;65.429;7;
74.566;54.863;66.253;9;
28.595;-16.737;8.8915;11;
47.68;55.993;67.383;9;
73.906;54.203;65.594;9;
57.985;61.235;66.297;7;
99.254;53.922;79.551;11;
98.235;52.903;78.531;11;
3.9743;-1.9007;1.4743;6;
7.5833;-5.8854;1.7083;8;
44.89;58.359;75.445;10;
37.802;-7.5296;18.099;11;
39.01;-29.988;8.4555;12;
67.438;59.125;64.188;7;
89.728;44.396;70.025;11;
75.222;55.519;66.91;9;
3.5439;-2.3311;1.0439;6;
14.361;-5.3425;6.0482;9;
74.337;54.634;66.024;9;
79.733;49.178;66.264;10;
9.1501;-4.3187;3.2751;8;
61.609;62.609;64.109;4;
38.142;-30.856;7.5876;12;
85.301;54.746;71.832;10;
85.066;54.511;71.597;10;
36.578;-8.7536;16.875;11;
10.633;-2.8353;4.7584;8;
22.122;-8.4329;8.653;10;
0.28636;-2.2136;-0.71364;4;
34.156;-11.176;14.452;11;
49.513;57.825;69.216;9;
78.463;58.76;70.151;9;
46.92;55.232;66.623;9;
40.188;-28.81;9.6337;12;
89.04;43.708;69.337;11;
17.191;-13.364;3.7221;10;
23.923;-6.6315;10.454;10;
73.592;60.123;67.717;8;
57.663;60.913;65.976;7;
99.784;54.452;80.08;11;
2.7039;-0.54611;1.7039;5;
11.914;-7.7891;3.6015;9;
45.1;58.569;75.655;10;
9.4789;-3.9899;3.6039;8;
57.887;61.137;66.199;7;
90.603;45.271;70.9;11;
88.232;42.9;68.528;11;
99.709;54.377;80.005;11;
66.848;60.973;64.348;6;
40.336;-28.662;9.7814;12;
52.979;58.854;66.447;8;
88.776;43.444;69.073;11;
76.356;56.653;68.043;9;
46.647;54.959;66.35;9;
63.818;61.318;62.818;4;
16.437;-3.2659;8.1247;9;
6.3291;-1.9834;3.0791;7;
1.2062;-1.2938;0.20619;4;
34.468;-10.864;14.765;11;
63.733;61.233;62.733;4;
8.7099;-4.7588;2.8349;8;
29.114;-16.218;9.4105;11;
48.912;57.225;68.615;9;
2.9861;-2.8889;0.48613;6;
57.69;60.94;66.003;7;
44.812;-24.186;14.258;12;
2.1402;-1.1098;1.1402;5;
59.535;62.035;65.41;6;
94.86;49.528;75.157;11;
11.209;-8.4946;2.896;9;
76.928;57.225;68.615;9;
